order_date,ship_date,city,state_province,division,region,product_name,sales,units,gross_profit,cost,factory,coli_index,product_id,location_id,factory_name
2022-12-21,2022-12-21,Seattle,Washington,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,Lot's O' Nuts,114.1,5,32,Lot's O' Nuts
2023-02-12,2023-02-12,Atlanta,Georgia,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,92.5,2,15,Lot's O' Nuts
2023-02-12,2023-02-12,Atlanta,Georgia,Chocolate,Gulf,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,Lot's O' Nuts,92.5,3,15,Lot's O' Nuts
2023-03-14,2023-03-14,Harlingen,Texas,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,92.1,1,786,Wicked Choccy's
2023-03-14,2023-03-14,Harlingen,Texas,Chocolate,Interior,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,Lot's O' Nuts,92.1,3,787,Lot's O' Nuts
2023-03-14,2023-03-14,Harlingen,Texas,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,Lot's O' Nuts,92.1,5,787,Lot's O' Nuts
2023-07-14,2023-07-14,Irving,Texas,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,92.1,2,228,Lot's O' Nuts
2021-05-03,2021-05-03,Appleton,Wisconsin,Chocolate,Interior,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,Wicked Choccy's,97.7,4,300,Wicked Choccy's
2021-09-21,2021-09-21,Garland,Texas,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,92.1,5,906,Lot's O' Nuts
2022-01-17,2022-01-20,Park Ridge,Illinois,Chocolate,Interior,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,Lot's O' Nuts,94.7,3,907,Lot's O' Nuts
2023-06-05,2023-06-05,Philadelphia,Pennsylvania,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,97.2,1,65,Wicked Choccy's
2023-06-05,2023-06-05,Philadelphia,Pennsylvania,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,97.2,2,39,Lot's O' Nuts
2023-09-23,2023-09-23,Lancaster,Ohio,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,94.3,3,299,Lot's O' Nuts
2023-09-23,2023-09-23,Lancaster,Ohio,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,Wicked Choccy's,94.3,4,563,Wicked Choccy's
2023-09-23,2023-09-23,Lancaster,Ohio,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,94.3,5,299,Lot's O' Nuts
2021-02-27,2021-02-27,Columbus,Ohio,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,94.3,3,138,Lot's O' Nuts
2023-07-19,2023-07-21,Hattiesburg,Mississippi,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,87.3,2,908,Lot's O' Nuts
2023-07-19,2023-07-21,Hattiesburg,Mississippi,Chocolate,Gulf,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,Wicked Choccy's,87.3,4,211,Wicked Choccy's
2023-07-19,2023-07-21,Hattiesburg,Mississippi,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,87.3,1,211,Wicked Choccy's
2023-07-19,2023-07-21,Hattiesburg,Mississippi,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,87.3,5,908,Lot's O' Nuts
2023-07-19,2023-07-21,Hattiesburg,Mississippi,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,Wicked Choccy's,87.3,1,211,Wicked Choccy's
2023-07-19,2023-07-21,Hattiesburg,Mississippi,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,87.3,1,211,Wicked Choccy's
2023-10-20,2023-10-22,Trenton,Michigan,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,Lot's O' Nuts,90.1,2,212,Lot's O' Nuts
2023-10-20,2023-10-22,Trenton,Michigan,Chocolate,Interior,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,Wicked Choccy's,90.1,4,909,Wicked Choccy's
2023-10-20,2023-10-22,Trenton,Michigan,Chocolate,Interior,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,90.1,4,909,Wicked Choccy's
2024-02-16,2024-02-17,Decatur,Illinois,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,94.7,2,58,Lot's O' Nuts
2024-02-16,2024-02-17,Decatur,Illinois,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,Lot's O' Nuts,94.7,5,58,Lot's O' Nuts
2024-02-16,2024-02-17,Decatur,Illinois,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,Wicked Choccy's,94.7,1,381,Wicked Choccy's
2024-02-16,2024-02-17,Decatur,Illinois,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,94.7,1,381,Wicked Choccy's
2024-02-16,2024-02-17,Decatur,Illinois,Chocolate,Interior,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,94.7,3,58,Lot's O' Nuts
2024-10-19,2024-10-19,San Francisco,California,Chocolate,Pacific,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,142.3,4,1,Wicked Choccy's
2024-12-02,2024-12-02,Houston,Texas,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,92.1,5,44,Lot's O' Nuts
2024-12-02,2024-12-02,Houston,Texas,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,92.1,5,44,Lot's O' Nuts
2022-04-30,2022-04-30,Lawrence,Massachusetts,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,141.2,3,99,Lot's O' Nuts
2022-04-30,2022-04-30,Lawrence,Massachusetts,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,141.2,4,210,Wicked Choccy's
2022-04-30,2022-04-30,Lawrence,Massachusetts,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,141.2,1,210,Wicked Choccy's
2022-04-30,2022-04-30,Lawrence,Massachusetts,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,Lot's O' Nuts,141.2,3,99,Lot's O' Nuts
2022-04-30,2022-04-30,Lawrence,Massachusetts,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,32.5,10,21.1,11.4,Wicked Choccy's,141.2,4,210,Wicked Choccy's
2023-09-18,2023-09-18,San Diego,California,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,142.3,5,30,Lot's O' Nuts
2023-09-18,2023-09-18,San Diego,California,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9.0,Lot's O' Nuts,142.3,5,30,Lot's O' Nuts
2023-09-18,2023-09-18,San Diego,California,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,Wicked Choccy's,142.3,1,128,Wicked Choccy's
2024-10-02,2024-10-02,Montgomery,Alabama,Other,Gulf,Lickable Wallpaper,40.0,2,20.0,20.0,Secret Factory,88.6,8,232,Secret Factory
2024-10-13,2024-10-16,Sacramento,California,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,142.3,5,320,Lot's O' Nuts
2024-10-13,2024-10-16,Sacramento,California,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,Lot's O' Nuts,142.3,2,320,Lot's O' Nuts
2024-10-13,2024-10-16,Sacramento,California,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,142.3,5,320,Lot's O' Nuts
2024-10-30,2024-10-30,Vancouver,Washington,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,114.1,4,219,Wicked Choccy's
2024-11-18,2024-11-19,Lakewood,Ohio,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,Lot's O' Nuts,94.3,3,434,Lot's O' Nuts
2022-08-16,2022-08-16,Philadelphia,Pennsylvania,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,97.2,1,65,Wicked Choccy's
2022-08-16,2022-08-16,Philadelphia,Pennsylvania,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,Wicked Choccy's,97.2,1,65,Wicked Choccy's
2023-12-27,2023-12-29,Louisville,Kentucky,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,92.5,1,96,Wicked Choccy's
2024-04-21,2024-04-21,Seattle,Washington,Chocolate,Pacific,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,114.1,3,32,Lot's O' Nuts
2024-04-21,2024-04-21,Seattle,Washington,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,114.1,1,42,Wicked Choccy's
2024-07-27,2024-07-28,Raleigh,North Carolina,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,97.8,1,319,Wicked Choccy's
2024-08-07,2024-08-08,Long Beach,New York,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,125.1,5,56,Lot's O' Nuts
2024-08-07,2024-08-08,Long Beach,New York,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,36.0,10,25.0,11.0,Lot's O' Nuts,125.1,2,56,Lot's O' Nuts
2024-10-14,2024-10-14,Oakland,California,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,142.3,4,570,Wicked Choccy's
2024-12-25,2024-12-25,Louisville,Kentucky,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,92.5,1,96,Wicked Choccy's
2024-12-25,2024-12-25,Louisville,Kentucky,Chocolate,Gulf,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,92.5,3,147,Lot's O' Nuts
2022-03-21,2022-03-22,Jacksonville,North Carolina,Chocolate,Gulf,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,97.8,4,123,Wicked Choccy's
2022-03-21,2022-03-22,Jacksonville,North Carolina,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,97.8,5,72,Lot's O' Nuts
2022-03-21,2022-03-22,Jacksonville,North Carolina,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,52.5,14,34.3,18.2,Wicked Choccy's,97.8,1,123,Wicked Choccy's
2022-12-10,2022-12-11,Chicago,Illinois,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,Wicked Choccy's,94.7,1,91,Wicked Choccy's
2023-05-09,2023-05-11,Philadelphia,Pennsylvania,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,97.2,2,39,Lot's O' Nuts
2023-05-09,2023-05-11,Philadelphia,Pennsylvania,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,97.2,2,39,Lot's O' Nuts
2023-09-25,2023-09-27,San Francisco,California,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,142.3,5,2,Lot's O' Nuts
2021-03-11,2021-03-11,New York City,New York,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,48.86,14,34.86,14.0,Lot's O' Nuts,125.1,5,3,Lot's O' Nuts
2022-02-20,2022-02-20,Perth Amboy,New Jersey,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,Wicked Choccy's,115.1,1,764,Wicked Choccy's
2022-10-12,2022-10-13,Seattle,Washington,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,114.1,3,32,Lot's O' Nuts
2022-10-12,2022-10-13,Seattle,Washington,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,114.1,5,32,Lot's O' Nuts
2023-12-29,2023-12-29,Aurora,Illinois,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,Lot's O' Nuts,94.7,5,143,Lot's O' Nuts
2024-05-30,2024-05-30,San Diego,California,Chocolate,Pacific,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,Wicked Choccy's,142.3,4,128,Wicked Choccy's
2024-11-20,2024-11-21,Ontario,California,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,142.3,1,910,Wicked Choccy's
2024-11-24,2024-11-27,New York City,New York,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,125.1,1,4,Wicked Choccy's
2024-11-24,2024-11-27,New York City,New York,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,Lot's O' Nuts,125.1,2,3,Lot's O' Nuts
2024-11-24,2024-11-27,New York City,New York,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,125.1,3,3,Lot's O' Nuts
2021-03-31,2021-03-31,Miami,Florida,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,102.2,1,302,Wicked Choccy's
2022-11-07,2022-11-07,Los Angeles,California,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,142.3,1,8,Wicked Choccy's
2022-11-07,2022-11-07,Philadelphia,Pennsylvania,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,97.2,3,39,Lot's O' Nuts
2023-02-06,2023-02-07,Chattanooga,Tennessee,Chocolate,Gulf,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,90.3,3,425,Lot's O' Nuts
2024-07-11,2024-07-14,Los Angeles,California,Chocolate,Pacific,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,142.3,3,38,Lot's O' Nuts
2024-09-24,2024-09-24,Saint Cloud,Minnesota,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,94.6,5,911,Lot's O' Nuts
2024-09-24,2024-09-24,Saint Cloud,Minnesota,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,94.6,5,911,Lot's O' Nuts
2024-09-24,2024-09-24,Saint Cloud,Minnesota,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,94.6,2,911,Lot's O' Nuts
2024-12-26,2024-12-28,Odessa,Texas,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,92.1,2,857,Lot's O' Nuts
2021-08-26,2021-08-28,Newark,Delaware,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,101.9,4,334,Wicked Choccy's
2021-08-26,2021-08-28,Newark,Delaware,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,101.9,2,435,Lot's O' Nuts
2021-08-26,2021-08-28,Newark,Delaware,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,101.9,1,334,Wicked Choccy's
2021-12-27,2021-12-28,Cleveland,Ohio,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,94.3,3,239,Lot's O' Nuts
2021-12-27,2021-12-28,Cleveland,Ohio,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,94.3,4,190,Wicked Choccy's
2022-01-31,2022-02-01,Minneapolis,Minnesota,Chocolate,Interior,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,94.6,4,257,Wicked Choccy's
2022-01-31,2022-02-01,Minneapolis,Minnesota,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,94.6,1,257,Wicked Choccy's
2022-02-14,2022-02-15,Akron,Ohio,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,94.3,5,686,Lot's O' Nuts
2022-02-14,2022-02-15,Akron,Ohio,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,94.3,5,686,Lot's O' Nuts
2022-02-14,2022-02-15,Akron,Ohio,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,94.3,2,686,Lot's O' Nuts
2022-02-14,2022-02-15,Akron,Ohio,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,94.3,3,686,Lot's O' Nuts
2022-05-28,2022-05-28,Freeport,New York,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,125.1,5,538,Lot's O' Nuts
2022-05-28,2022-05-28,Freeport,New York,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,125.1,4,537,Wicked Choccy's
2022-05-29,2022-05-30,Indianapolis,Indiana,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,91.0,1,564,Wicked Choccy's
2022-07-02,2022-07-05,Hollywood,Florida,Chocolate,Gulf,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,102.2,4,551,Wicked Choccy's
2022-07-02,2022-07-05,Hollywood,Florida,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,102.2,5,912,Lot's O' Nuts
2023-09-06,2023-09-07,Thomasville,North Carolina,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,97.8,2,562,Lot's O' Nuts
2023-09-06,2023-09-07,Thomasville,North Carolina,Chocolate,Gulf,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,97.8,3,562,Lot's O' Nuts
2024-03-09,2024-03-09,Los Angeles,California,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,142.3,1,8,Wicked Choccy's
2024-03-09,2024-03-09,Los Angeles,California,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,142.3,4,8,Wicked Choccy's
2022-11-20,2022-11-21,Seattle,Washington,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,114.1,2,32,Lot's O' Nuts
2022-11-20,2022-11-21,Seattle,Washington,Chocolate,Pacific,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,Lot's O' Nuts,114.1,3,32,Lot's O' Nuts
2022-11-20,2022-11-21,Seattle,Washington,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,114.1,2,32,Lot's O' Nuts
2024-09-03,2024-09-03,New York City,New York,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,Lot's O' Nuts,125.1,5,3,Lot's O' Nuts
2024-09-03,2024-09-03,New York City,New York,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,125.1,1,4,Wicked Choccy's
2024-09-03,2024-09-03,New York City,New York,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,125.1,3,3,Lot's O' Nuts
2024-09-03,2024-09-03,New York City,New York,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,125.1,3,3,Lot's O' Nuts
2024-09-04,2024-09-04,Apple Valley,California,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,142.3,5,182,Lot's O' Nuts
2024-09-04,2024-09-04,Apple Valley,California,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,142.3,1,181,Wicked Choccy's
2021-04-04,2021-04-04,Lafayette,Louisiana,Chocolate,Gulf,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,92.3,3,79,Lot's O' Nuts
2021-04-04,2021-04-04,Lafayette,Louisiana,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,92.3,5,79,Lot's O' Nuts
2021-04-04,2021-04-04,Lafayette,Louisiana,Other,Gulf,Wonka Gum,6.25,5,3.25,3.0,Secret Factory,92.3,6,913,Secret Factory
2021-04-04,2021-04-04,Lafayette,Louisiana,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,92.3,1,293,Wicked Choccy's
2021-08-17,2021-08-19,Houston,Texas,Chocolate,Interior,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,92.1,4,45,Wicked Choccy's
2021-12-16,2021-12-16,Hialeah,Florida,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,Wicked Choccy's,102.2,1,697,Wicked Choccy's
2021-12-16,2021-12-16,Hialeah,Florida,Chocolate,Gulf,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,102.2,4,697,Wicked Choccy's
2022-03-10,2022-03-10,Clinton,Maryland,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,Wicked Choccy's,115.4,4,401,Wicked Choccy's
2022-04-30,2022-05-02,San Francisco,California,Chocolate,Pacific,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,142.3,4,1,Wicked Choccy's
2022-04-30,2022-05-02,San Francisco,California,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,142.3,2,2,Lot's O' Nuts
2022-09-04,2022-09-05,Medford,Oregon,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,111.8,2,462,Lot's O' Nuts
2022-11-14,2022-11-14,Springfield,Oregon,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,111.8,5,617,Lot's O' Nuts
2022-11-14,2022-11-14,Springfield,Oregon,Other,Pacific,Kazookles,9.75,3,0.75,9.0,The Other Factory,111.8,9,914,The Other Factory
2022-11-14,2022-11-14,Springfield,Oregon,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,111.8,2,617,Lot's O' Nuts
2023-01-10,2023-01-13,Seattle,Washington,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,114.1,2,32,Lot's O' Nuts
2023-01-10,2023-01-13,Seattle,Washington,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,114.1,2,32,Lot's O' Nuts
2023-09-08,2023-09-08,Dallas,Texas,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,92.1,2,132,Lot's O' Nuts
2023-09-08,2023-09-08,Dallas,Texas,Chocolate,Interior,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,92.1,4,55,Wicked Choccy's
2023-12-09,2023-12-09,Fremont,Nebraska,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,Lot's O' Nuts,92.6,5,567,Lot's O' Nuts
2023-12-09,2023-12-09,Fremont,Nebraska,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,Lot's O' Nuts,92.6,2,567,Lot's O' Nuts
2024-03-12,2024-03-13,Lowell,Massachusetts,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,Wicked Choccy's,141.2,4,26,Wicked Choccy's
2024-05-14,2024-05-15,Seattle,Washington,Chocolate,Pacific,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26,Wicked Choccy's,114.1,4,42,Wicked Choccy's
2024-05-14,2024-05-15,Seattle,Washington,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,114.1,1,42,Wicked Choccy's
2021-12-30,2021-12-31,Taylor,Michigan,Chocolate,Interior,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,90.1,3,185,Lot's O' Nuts
2022-12-09,2022-12-09,Columbus,Indiana,Chocolate,Interior,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,91.0,4,307,Wicked Choccy's
2023-06-05,2023-06-05,Seattle,Washington,Chocolate,Pacific,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,Lot's O' Nuts,114.1,3,32,Lot's O' Nuts
2023-06-21,2023-06-21,Chicago,Illinois,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,94.7,1,91,Wicked Choccy's
2024-11-13,2024-11-13,New York City,New York,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,125.1,1,4,Wicked Choccy's
2024-12-09,2024-12-09,Houston,Texas,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,92.1,1,45,Wicked Choccy's
