location_id,city,state_province,factory_name,coli_index
1055,New Bedford,Massachusetts,Lot's O' Nuts,141.2
1056,York,Pennsylvania,Lot's O' Nuts,97.2
1057,York,Pennsylvania,Wicked Choccy's,97.2
1058,Mount Pleasant,South Carolina,Lot's O' Nuts,94.7
1059,Mount Vernon,New York,Wicked Choccy's,125.1
1060,Edinburg,Texas,Lot's O' Nuts,92.1
1061,Reno,Nevada,Wicked Choccy's,100.2
1062,Oak Park,Michigan,Lot's O' Nuts,90.1
1063,Oak Park,Michigan,Wicked Choccy's,90.1
1064,Pomona,California,Wicked Choccy's,142.3
1065,Danville,California,The Other Factory,142.3
1066,Danville,California,Lot's O' Nuts,142.3
1067,Danville,California,Secret Factory,142.3
1068,Danville,California,Wicked Choccy's,142.3
1069,North Las Vegas,Nevada,Secret Factory,100.2
1070,Wichita,Kansas,Wicked Choccy's,88.8
1071,Edmond,Oklahoma,Lot's O' Nuts,86.0
1072,Wilson,North Carolina,Lot's O' Nuts,97.8
1073,Niagara Falls,New York,Sugar Shack,125.1
1074,Niagara Falls,New York,Lot's O' Nuts,125.1
1075,Chula Vista,California,Lot's O' Nuts,142.3
1076,Jacksonville,North Carolina,Secret Factory,97.8
1077,Waterloo,Iowa,Wicked Choccy's,89.7
1078,Meridian,Idaho,Wicked Choccy's,99.9
1079,Yucaipa,California,Lot's O' Nuts,142.3
1080,Bethlehem,Pennsylvania,Wicked Choccy's,97.2
1081,Eau Claire,Wisconsin,Wicked Choccy's,97.7
1082,Richmond,Indiana,The Other Factory,91.0
1083,Orland Park,Illinois,Wicked Choccy's,94.7
1084,Smyrna,Georgia,Wicked Choccy's,92.5
1085,Richmond,Kentucky,Secret Factory,92.5
1086,Texas City,Texas,Wicked Choccy's,92.1
1087,Clarksville,Tennessee,Lot's O' Nuts,90.3
1088,Burlington,Iowa,Lot's O' Nuts,89.7
1089,Marlborough,Massachusetts,Lot's O' Nuts,141.2
1090,Marlborough,Massachusetts,Wicked Choccy's,141.2
1091,Roseville,Minnesota,Wicked Choccy's,94.6
1092,Chicago,Illinois,Sugar Shack,94.7
1093,Louisville,Colorado,Secret Factory,102.7
1094,Bayonne,New Jersey,Lot's O' Nuts,115.1
1095,Bayonne,New Jersey,Wicked Choccy's,115.1
1096,Newark,Delaware,Sugar Shack,101.9
1097,Holyoke,Massachusetts,Lot's O' Nuts,141.2
1098,Glenview,Illinois,Lot's O' Nuts,94.7
1099,Andover,Massachusetts,Lot's O' Nuts,141.2
1100,Andover,Massachusetts,Wicked Choccy's,141.2
1101,Sterling Heights,Michigan,Lot's O' Nuts,90.1
1102,Lewiston,Maine,Lot's O' Nuts,113.0
1103,Pompano Beach,Florida,Wicked Choccy's,102.2
1104,Pensacola,Florida,Lot's O' Nuts,102.2
1105,Athens,Georgia,Lot's O' Nuts,92.5
1106,Murrieta,California,Wicked Choccy's,142.3
1107,Commerce City,Colorado,Lot's O' Nuts,102.7
1108,Auburn,New York,Wicked Choccy's,125.1
1109,Saint Louis,Missouri,Wicked Choccy's,89.0
1110,Milford,Connecticut,Wicked Choccy's,112.7
1111,Tallahassee,Florida,Secret Factory,102.2
1112,Saint Charles,Illinois,Lot's O' Nuts,94.7
1113,Billings,Montana,Wicked Choccy's,95.5
1114,Atlanta,Georgia,Secret Factory,92.5
1115,Memphis,Tennessee,The Other Factory,90.3
1116,Gastonia,North Carolina,Wicked Choccy's,97.8
1117,Gastonia,North Carolina,Lot's O' Nuts,97.8
1118,Mishawaka,Indiana,Wicked Choccy's,91.0
1119,Temecula,California,Lot's O' Nuts,142.3
1120,Temecula,California,Wicked Choccy's,142.3
1121,Saint Peters,Missouri,Wicked Choccy's,89.0
1122,Independence,Missouri,Wicked Choccy's,89.0
1123,Daytona Beach,Florida,Wicked Choccy's,102.2
1124,Morgan Hill,California,Wicked Choccy's,142.3
1125,Morgan Hill,California,Lot's O' Nuts,142.3
1126,Lafayette,Indiana,Lot's O' Nuts,91.0
1127,Dover,New Hampshire,The Other Factory,111.4
1128,East Point,Georgia,Lot's O' Nuts,92.5
1129,East Point,Georgia,Wicked Choccy's,92.5
1130,Marietta,Georgia,Lot's O' Nuts,92.5
1131,Manhattan,Kansas,Lot's O' Nuts,88.8
1132,Provo,Utah,Secret Factory,102.2
1133,Carol Stream,Illinois,Wicked Choccy's,94.7
1134,Carol Stream,Illinois,Lot's O' Nuts,94.7
1135,South Bend,Indiana,Lot's O' Nuts,91.0
1136,South Bend,Indiana,Wicked Choccy's,91.0
1137,Meriden,Connecticut,Wicked Choccy's,112.7
1138,Monroe,Louisiana,Secret Factory,92.3
1139,Meriden,Connecticut,The Other Factory,112.7
1140,Columbia,South Carolina,Secret Factory,94.7
1141,Summerville,South Carolina,Wicked Choccy's,94.7
1142,Summerville,South Carolina,Lot's O' Nuts,94.7
1143,Burlington,Iowa,Wicked Choccy's,89.7
1144,Daytona Beach,Florida,Lot's O' Nuts,102.2
1145,Redmond,Oregon,Wicked Choccy's,111.8
1146,Evanston,Illinois,Wicked Choccy's,94.7
1147,Henderson,Kentucky,The Other Factory,92.5
1148,Florence,South Carolina,Wicked Choccy's,94.7
1149,Springfield,Ohio,Secret Factory,94.3
1150,Burbank,California,Lot's O' Nuts,142.3
1151,Hialeah,Florida,Sugar Shack,102.2
1152,La Mesa,California,Lot's O' Nuts,142.3
1153,Margate,Florida,Lot's O' Nuts,102.2
1154,West Jordan,Utah,Wicked Choccy's,102.2
1155,Quincy,Massachusetts,Wicked Choccy's,141.2
1156,Lowell,Massachusetts,The Other Factory,141.2
1157,Beaumont,Texas,Lot's O' Nuts,92.1
1158,Rochester Hills,Michigan,Lot's O' Nuts,90.1
1159,Mishawaka,Indiana,Lot's O' Nuts,91.0
1160,Holland,Michigan,Wicked Choccy's,90.1
1161,La Crosse,Wisconsin,Secret Factory,97.7
1162,La Crosse,Wisconsin,Lot's O' Nuts,97.7
1163,Edinburg,Texas,Wicked Choccy's,92.1
1164,Arlington Heights,Illinois,Lot's O' Nuts,94.7
1165,Midland,Michigan,Sugar Shack,90.1
1166,Bedford,Texas,Wicked Choccy's,92.1
1167,Houston,Texas,Sugar Shack,92.1
1168,Lewiston,Idaho,Lot's O' Nuts,99.9
1169,Wheeling,Illinois,Lot's O' Nuts,94.7
1170,Clifton,New Jersey,Lot's O' Nuts,115.1
1171,Goldsboro,North Carolina,Wicked Choccy's,97.8
1172,New Castle,Indiana,Lot's O' Nuts,91.0
1173,New Castle,Indiana,Wicked Choccy's,91.0
1174,Marysville,Washington,Lot's O' Nuts,114.1
1175,Murray,Utah,Wicked Choccy's,102.2
1176,Bellingham,Washington,Lot's O' Nuts,114.1
1177,Baytown,Texas,Wicked Choccy's,92.1
1178,Dearborn,Michigan,Lot's O' Nuts,90.1
1179,Bedford,Texas,Lot's O' Nuts,92.1
1180,Independence,Missouri,Lot's O' Nuts,89.0
1181,Caldwell,Idaho,Wicked Choccy's,99.9
1182,Caldwell,Idaho,Lot's O' Nuts,99.9
1183,Pearland,Texas,Wicked Choccy's,92.1
1184,Jackson,Tennessee,Secret Factory,90.3
1185,New Brunswick,New Jersey,Lot's O' Nuts,115.1
1186,Texarkana,Arkansas,Wicked Choccy's,89.6
1187,Muskogee,Oklahoma,Lot's O' Nuts,86.0
1188,Jacksonville,Florida,Sugar Shack,102.2
1189,Allentown,Pennsylvania,Wicked Choccy's,97.2
1190,Monroe,North Carolina,The Other Factory,97.8
1191,Peoria,Arizona,Sugar Shack,110.7
1192,Paterson,New Jersey,Secret Factory,115.1
1193,Covington,Washington,Lot's O' Nuts,114.1
1194,Greeley,Colorado,Lot's O' Nuts,102.7
1195,Columbia,Tennessee,Wicked Choccy's,90.3
1196,Redwood City,California,Wicked Choccy's,142.3
1197,Murfreesboro,Tennessee,Secret Factory,90.3
1198,San Luis Obispo,California,Wicked Choccy's,142.3
1199,Bloomington,Indiana,Wicked Choccy's,91.0
1200,Nashua,New Hampshire,Wicked Choccy's,111.4
1201,Oak Park,Illinois,Lot's O' Nuts,94.7
1202,Buffalo Grove,Illinois,Lot's O' Nuts,94.7
1203,Oswego,Illinois,Lot's O' Nuts,94.7
1204,Norfolk,Nebraska,Wicked Choccy's,92.6
1205,Redmond,Washington,Lot's O' Nuts,114.1
1206,Parma,Ohio,Wicked Choccy's,94.3
1207,Troy,New York,Wicked Choccy's,125.1
1208,Royal Oak,Michigan,Lot's O' Nuts,90.1
1209,Cleveland,Ohio,Sugar Shack,94.3
1210,Saint Charles,Illinois,Wicked Choccy's,94.7
1211,Pico Rivera,California,Wicked Choccy's,142.3
1212,Olathe,Kansas,Wicked Choccy's,88.8
1213,Wilson,North Carolina,Wicked Choccy's,97.8
1214,Henderson,Kentucky,Secret Factory,92.5
1215,Norman,Oklahoma,Lot's O' Nuts,86.0
1216,Hagerstown,Maryland,Lot's O' Nuts,115.4
1217,Jupiter,Florida,Lot's O' Nuts,102.2
1218,Bolingbrook,Illinois,Wicked Choccy's,94.7
1219,Fort Collins,Colorado,Wicked Choccy's,102.7
1220,Fayetteville,Arkansas,Secret Factory,89.6
1221,Danville,Illinois,Lot's O' Nuts,94.7
1222,Arlington,Virginia,Secret Factory,100.8
1223,Woodstock,Illinois,Wicked Choccy's,94.7
1224,Vacaville,California,Wicked Choccy's,142.3
1225,Marion,Iowa,Wicked Choccy's,89.7
1226,Grand Island,Nebraska,Wicked Choccy's,92.6
1227,Manteca,California,Lot's O' Nuts,142.3
1228,Eugene,Oregon,Lot's O' Nuts,111.8
1229,Eugene,Oregon,Wicked Choccy's,111.8
1230,Eugene,Oregon,Secret Factory,111.8
1231,Cedar Rapids,Iowa,Lot's O' Nuts,89.7
1232,Ormond Beach,Florida,Wicked Choccy's,102.2
1233,Toledo,Ohio,The Other Factory,94.3
1234,West Allis,Wisconsin,Wicked Choccy's,97.7
1235,West Allis,Wisconsin,Lot's O' Nuts,97.7
1236,Hackensack,New Jersey,Wicked Choccy's,115.1
1237,Nashville,Tennessee,The Other Factory,90.3
1238,Clovis,New Mexico,Wicked Choccy's,93.7
1239,Clovis,New Mexico,Lot's O' Nuts,93.7
1240,Freeport,Illinois,Lot's O' Nuts,94.7
1241,Charlottesville,Virginia,Lot's O' Nuts,100.8
1242,Scottsdale,Arizona,The Other Factory,110.7
1243,Pleasant Grove,Utah,Lot's O' Nuts,102.2
1244,Elmhurst,Illinois,Secret Factory,94.7
1245,San Mateo,California,Lot's O' Nuts,142.3
1246,Westfield,New Jersey,Sugar Shack,115.1
1247,Portage,Indiana,Wicked Choccy's,91.0
1248,Mission Viejo,California,Lot's O' Nuts,142.3
1249,Boca Raton,Florida,Wicked Choccy's,102.2
1250,Nashua,New Hampshire,Lot's O' Nuts,111.4
1251,Columbia,Tennessee,Secret Factory,90.3
1252,La Porte,Texas,Lot's O' Nuts,92.1
1253,La Porte,Texas,Wicked Choccy's,92.1
1254,Newark,Delaware,Secret Factory,101.9
1255,Hickory,North Carolina,Lot's O' Nuts,97.8
